evaluation_date,agent_name,team_manager,campaign,channel,call_reason,coaching_status,tenure_bucket,shift,qa_evaluator,qa_score,aht_seconds,csat_score,nps_score,compliance_score,resolution_rate,target_met,critical_error_flag
2025-05-31,Agent_088,Team E,Sales,Voice,Billing Issue,Coached,7-12 months,Night,Evaluator 2,76.0,629.0,3.95,22,88.8,75.3,Not Met,No
2025-07-02,Agent_041,Team D,Sales,Chat,Billing Issue,Coached,0-3 months,Morning,Evaluator 4,82.0,550.0,4.09,35,91.1,81.7,Not Met,No
2025-12-02,Agent_017,Team D,Sales,Voice,Cancellation,Coached,7-12 months,Morning,Evaluator 1,90.1,632.0,4.13,41,89.2,75.1,Met,No
2025-04-05,Agent_076,Team B,Billing,Voice,Upsell Inquiry,Coached,7-12 months,Night,Evaluator 1,80.6,630.0,3.75,34,90.0,76.1,Not Met,No
2025-01-08,Agent_046,Team F,Claims,Voice,Upsell Inquiry,Coached,7-12 months,Morning,Evaluator 4,83.8,,3.82,35,93.2,73.4,Not Met,No
2025-12-26,Agent_032,Team C,Sales,Email,Order Status,Not Coached,12+ months,Mid,Evaluator 1,89.2,484.0,4.02,44,87.3,77.1,Met,No
2025-07-03,Agent_079,Team A,Retail Support,Voice,Escalation,Not Coached,4-6 months,Morning,Evaluator 4,74.1,746.0,3.76,22,92.7,73.4,Not Met,Yes
2025-10-08,Agent_080,Team D,Sales,Voice,Billing Issue,Coached,12+ months,Morning,Evaluator 3,92.2,606.0,4.24,40,94.6,82.6,Met,No
2025-07-14,Agent_054,Team A,Banking Support,Voice,Complaint,Not Coached,12+ months,Morning,Evaluator 3,83.6,709.0,3.82,26,91.6,79.0,Not Met,No
2025-12-18,Agent_086,Team C,Sales,Voice,Upsell Inquiry,Not Coached,7-12 months,Morning,Evaluator 3,85.8,474.0,3.97,30,87.0,76.1,Met,No
2025-07-14,Agent_092,Team D,Billing,Voice,Refund Request,Not Coached,7-12 months,Morning,Evaluator 1,83.5,654.0,3.69,24,90.8,73.4,Not Met,No
2025-06-04,Agent_020,Team F,Claims,Voice,Policy Question,Not Coached,4-6 months,Mid,Evaluator 2,76.4,741.0,3.88,35,86.6,68.6,Not Met,No
2025-04-03,Agent_033,Team C,Banking Support,Voice,Complaint,Coached,12+ months,Mid,Evaluator 1,83.3,725.0,4.08,41,93.6,75.1,Not Met,No
2025-06-09,Agent_074,Team E,Billing,Email,Cancellation,Not Coached,7-12 months,Night,Evaluator 1,68.6,564.0,3.85,38,85.6,69.7,Not Met,Yes
2025-03-02,Agent_040,Team F,Billing,Chat,Cancellation,Not Coached,0-3 months,Morning,Evaluator 2,74.0,559.0,4.11,28,83.6,70.7,Not Met,Yes
2025-05-02,Agent_032,Team A,Billing,Voice,Order Status,Not Coached,4-6 months,Mid,Evaluator 2,84.5,610.0,3.97,35,93.1,74.4,Not Met,No
2025-02-20,Agent_114,Team B,Retail Support,Chat,Order Status,Coached,7-12 months,Mid,Evaluator 2,91.0,494.0,3.6,20,90.5,84.5,Met,No
2025-10-04,Agent_097,Team C,Billing,Voice,Escalation,Coached,0-3 months,Night,Evaluator 2,60.7,873.0,3.61,13,83.8,66.8,Not Met,Yes
2025-01-05,Agent_002,Team C,Retail Support,Voice,Refund Request,Coached,0-3 months,Morning,Evaluator 1,65.9,673.0,3.78,22,77.1,75.8,Not Met,Yes
2025-04-02,Agent_097,Team C,Billing,Chat,Policy Question,Coached,7-12 months,Mid,Evaluator 4,83.0,538.0,4.06,37,85.9,78.8,Not Met,No
2025-06-19,Agent_033,Team F,Tech Support,Chat,Refund Request,Coached,4-6 months,Night,Evaluator 3,72.0,667.0,3.98,37,85.9,72.7,Not Met,Yes
2025-11-13,Agent_105,Team E,Banking Support,Chat,Account Access,Not Coached,4-6 months,Morning,Evaluator 4,71.2,489.0,3.81,34,83.7,74.5,Not Met,Yes
2025-01-22,Agent_077,Team D,Tech Support,Voice,Order Status,Coached,4-6 months,Night,Evaluator 1,78.9,795.0,4.17,42,87.6,67.8,Not Met,No
2025-11-22,Agent_030,Team B,Billing,Email,Escalation,Not Coached,0-3 months,Morning,Evaluator 2,82.5,448.0,4.05,31,89.8,86.7,Not Met,No
2025-01-01,Agent_033,Team E,Banking Support,Voice,Technical Troubleshooting,Coached,7-12 months,Mid,Evaluator 3,71.4,778.0,3.72,34,86.4,76.6,Not Met,Yes
2025-05-13,Agent_077,Team F,Banking Support,Email,Billing Issue,Not Coached,7-12 months,Night,Evaluator 3,83.6,483.0,4.26,46,87.4,81.7,Not Met,No
2025-08-21,Agent_116,Team E,Claims,Email,Billing Issue,Coached,4-6 months,Mid,Evaluator 4,81.4,538.0,3.97,28,87.1,70.8,Not Met,No
2025-01-12,Agent_026,Team A,Tech Support,Voice,Technical Troubleshooting,Coached,4-6 months,Mid,Evaluator 1,81.2,752.0,4.48,41,87.2,72.1,Not Met,No
2025-12-12,Agent_022,Team D,Claims,Chat,Upsell Inquiry,Not Coached,7-12 months,Morning,Evaluator 1,90.7,,3.97,30,95.9,73.5,Met,No
2025-02-15,Agent_103,Team A,Banking Support,Voice,Refund Request,Not Coached,0-3 months,Night,Evaluator 1,77.7,743.0,3.9,23,91.0,71.9,Not Met,No
2025-02-03,Agent_066,Team B,Retail Support,Voice,Technical Troubleshooting,Not Coached,0-3 months,Mid,Evaluator 3,67.0,832.0,3.52,29,82.3,64.9,Not Met,Yes
2025-03-19,Agent_038,Team A,Banking Support,Voice,Escalation,Coached,0-3 months,Morning,Evaluator 4,80.9,839.0,3.98,41,93.5,67.5,Not Met,No
2025-08-06,Agent_103,Team D,Claims,Voice,Policy Question,Coached,12+ months,Mid,Evaluator 3,85.4,694.0,4.07,29,97.5,73.5,Met,No
2025-10-28,Agent_090,Team E,Tech Support,Email,Technical Troubleshooting,Not Coached,12+ months,Mid,Evaluator 3,82.8,523.0,3.92,21,83.3,76.9,Not Met,Yes
2025-03-14,Agent_046,Team A,,Chat,Escalation,Coached,12+ months,Morning,Evaluator 2,86.8,638.0,3.9,27,90.4,79.1,Met,No
2025-10-09,Agent_114,Team C,Billing,Voice,Order Status,Not Coached,7-12 months,Morning,Evaluator 4,79.4,634.0,3.6,26,85.7,74.1,Not Met,No
2025-09-06,Agent_015,Team C,Tech Support,Chat,Complaint,Coached,7-12 months,Morning,Evaluator 2,72.5,573.0,4.1,23,84.0,83.4,Not Met,Yes
2025-02-16,Agent_098,Team C,Billing,Email,Cancellation,Coached,7-12 months,Mid,Evaluator 1,79.3,562.0,3.71,36,86.8,80.7,Not Met,No
2025-05-01,Agent_106,Team A,Billing,Voice,Cancellation,Coached,7-12 months,Mid,Evaluator 3,84.4,865.0,4.13,45,92.0,69.8,Not Met,No
2025-08-02,Agent_119,Team C,Claims,Email,Account Access,Coached,0-3 months,Mid,Evaluator 4,68.2,504.0,3.71,31,87.1,76.8,Not Met,Yes
2025-08-27,Agent_044,Team E,Tech Support,Voice,Refund Request,,7-12 months,Night,Evaluator 1,63.7,832.0,3.62,28,86.5,67.3,Not Met,Yes
2025-02-25,Agent_049,Team A,Sales,Chat,Policy Question,Not Coached,12+ months,Night,Evaluator 4,88.8,411.0,4.07,41,92.5,81.4,Met,No
2025-12-16,Agent_104,Team A,Retail Support,Voice,Complaint,Coached,7-12 months,Mid,Evaluator 3,79.2,612.0,4.1,42,91.8,80.4,Not Met,No
2025-04-17,Agent_075,Team C,Retail Support,Voice,Complaint,Not Coached,4-6 months,Morning,Evaluator 4,66.7,755.0,3.73,15,81.6,73.5,Not Met,Yes
2025-11-15,Agent_061,Team F,Billing,Voice,Order Status,Coached,4-6 months,Mid,Evaluator 1,81.9,680.0,4.01,45,91.5,71.9,Not Met,No
2025-02-17,Agent_067,Team D,Retail Support,Chat,Technical Troubleshooting,Coached,7-12 months,Morning,Evaluator 2,93.7,584.0,3.75,28,94.6,74.2,Met,No
2025-03-02,Agent_006,Team E,Tech Support,Voice,Refund Request,Coached,7-12 months,Mid,Evaluator 3,64.5,874.0,3.5,18,85.9,70.4,Not Met,Yes
2025-12-03,Agent_009,Team C,Tech Support,Voice,Billing Issue,Not Coached,12+ months,Mid,Evaluator 2,74.9,663.0,4.09,53,84.4,77.0,Not Met,Yes
2025-01-26,Agent_006,Team D,Banking Support,Voice,Complaint,Not Coached,4-6 months,Morning,Evaluator 3,77.9,667.0,4.06,34,94.9,71.9,Not Met,No
2025-10-19,Agent_073,Team A,Banking Support,Email,Escalation,Not Coached,12+ months,Night,Evaluator 1,79.5,520.0,3.6,37,94.0,83.9,Not Met,No
2025-09-14,Agent_103,Team D,Retail Support,Voice,Billing Issue,Not Coached,7-12 months,Morning,Evaluator 3,86.4,650.0,4.05,40,92.3,78.8,Met,No
2025-01-08,Agent_095,Team F,Sales,Voice,Account Access,Not Coached,12+ months,Mid,Evaluator 2,85.3,681.0,3.69,17,92.3,73.2,Met,No
2025-04-23,Agent_032,Team D,Banking Support,Voice,Technical Troubleshooting,Not Coached,7-12 months,Morning,Evaluator 3,79.0,803.0,3.69,20,87.0,77.4,Not Met,No
2025-12-21,Agent_041,Team F,Banking Support,Voice,Technical Troubleshooting,Not Coached,7-12 months,Night,Evaluator 1,73.7,789.0,3.74,44,95.1,77.1,Not Met,Yes
2025-09-10,Agent_114,Team E,Tech Support,Chat,Policy Question,Not Coached,7-12 months,Morning,Evaluator 3,78.5,535.0,4.3,42,84.8,85.0,Not Met,Yes
2025-06-29,Agent_076,Team A,Sales,Chat,Complaint,Coached,12+ months,Morning,Evaluator 2,95.4,555.0,3.94,36,97.6,87.5,Met,No
2025-07-26,Agent_008,Team F,Billing,Voice,Order Status,Coached,12+ months,Morning,Evaluator 1,94.7,587.0,3.76,26,97.4,75.1,Met,No
2025-10-30,Agent_072,Team A,Retail Support,Voice,Upsell Inquiry,Coached,0-3 months,Morning,Evaluator 2,87.0,555.0,4.17,43,90.0,80.2,Met,No
2025-05-07,Agent_050,Team D,Banking Support,Chat,Upsell Inquiry,Coached,0-3 months,Morning,Evaluator 3,88.0,473.0,4.11,42,85.0,81.3,Met,No
2025-02-25,Agent_092,Team A,Sales,Voice,Cancellation,Not Coached,12+ months,Mid,Evaluator 4,85.2,674.0,4.26,43,84.3,75.8,Met,Yes
2025-08-02,Agent_062,Team A,Sales,Chat,Escalation,Coached,7-12 months,Mid,Evaluator 2,89.9,470.0,4.16,50,93.6,83.5,Met,No
2025-01-14,Agent_084,Team C,Retail Support,Chat,Billing Issue,Not Coached,7-12 months,Morning,Evaluator 3,84.5,549.0,4.24,30,88.8,69.4,Not Met,No
2025-01-28,Agent_062,Team B,Sales,Chat,Account Access,Coached,7-12 months,Morning,Evaluator 4,94.7,424.0,4.23,33,90.1,74.2,Met,No
2025-03-19,Agent_111,Team C,Sales,Voice,Cancellation,Coached,0-3 months,Night,Evaluator 4,71.6,723.0,3.89,37,86.4,63.8,Not Met,Yes
2025-08-04,Agent_007,Team D,Sales,Voice,Technical Troubleshooting,Coached,12+ months,Mid,Evaluator 1,93.0,748.0,4.31,57,95.3,77.5,Met,No
2025-12-31,Agent_075,Team A,Banking Support,Email,Billing Issue,Not Coached,12+ months,Mid,Evaluator 4,96.9,599.0,4.04,44,96.6,80.6,Met,No
2025-06-03,Agent_084,Team A,Retail Support,Voice,Refund Request,Coached,4-6 months,Mid,Evaluator 2,80.8,666.0,4.23,51,91.0,74.7,Not Met,No
2025-01-14,Agent_080,Team D,Sales,Chat,Complaint,Coached,4-6 months,Morning,Evaluator 2,78.3,541.0,3.96,35,90.9,85.0,Not Met,No
2025-07-06,Agent_004,Team C,Sales,Voice,Account Access,Not Coached,12+ months,Morning,Evaluator 4,82.7,502.0,4.09,37,88.5,82.8,Not Met,No
2025-11-08,Agent_006,Team E,Banking Support,Chat,Refund Request,Not Coached,0-3 months,Morning,Evaluator 3,62.5,719.0,3.37,21,83.6,62.9,Not Met,Yes
2025-01-07,Agent_058,Team D,Retail Support,Voice,Order Status,Coached,12+ months,Night,Evaluator 2,87.2,679.0,3.91,33,91.9,76.8,Met,No
2025-01-03,Agent_022,Team F,Tech Support,Voice,Complaint,Coached,4-6 months,Night,Evaluator 2,68.7,779.0,3.58,36,87.0,68.3,Not Met,Yes
2025-04-21,Agent_026,Team E,Banking Support,Voice,Billing Issue,Coached,7-12 months,Mid,Evaluator 1,84.5,686.0,4.13,42,87.5,75.9,Not Met,No
2025-08-26,Agent_003,Team C,Retail Support,Chat,Complaint,Not Coached,12+ months,Morning,Evaluator 3,85.0,531.0,4.39,37,89.5,78.1,Met,No
2025-12-29,Agent_041,Team E,Sales,Chat,Cancellation,Coached,7-12 months,Morning,Evaluator 4,83.1,606.0,3.86,15,86.0,72.5,Not Met,No
2025-08-27,Agent_060,Team B,Retail Support,Voice,Policy Question,Coached,4-6 months,Morning,Evaluator 3,77.7,724.0,3.72,28,88.7,80.5,Not Met,No
2025-10-01,Agent_106,Team B,Retail Support,Voice,Cancellation,Coached,7-12 months,Mid,Evaluator 1,92.2,691.0,3.67,19,98.3,76.2,Met,No
2025-10-21,Agent_014,Team E,Billing,Chat,Order Status,Coached,4-6 months,Morning,Evaluator 1,88.5,422.0,4.14,36,90.1,76.9,Met,No
2025-08-15,Agent_075,Team C,Retail Support,Voice,Escalation,Not Coached,4-6 months,Night,Evaluator 3,65.5,786.0,3.57,14,82.8,69.1,Not Met,Yes
2025-01-15,Agent_082,Team E,Tech Support,Voice,Refund Request,Coached,12+ months,Morning,Evaluator 1,68.9,826.0,3.62,32,92.1,78.5,Not Met,Yes
2025-07-11,Agent_118,Team E,Retail Support,Voice,Cancellation,Coached,12+ months,Night,Evaluator 1,84.8,754.0,4.17,38,92.0,77.3,Not Met,No
2025-04-29,Agent_012,Team F,Tech Support,Voice,Policy Question,Coached,7-12 months,Night,Evaluator 1,85.7,760.0,3.8,34,90.2,73.3,Met,No
2025-01-28,Agent_087,Team F,Sales,Voice,Escalation,Coached,4-6 months,Night,Evaluator 3,74.9,654.0,4.07,43,87.2,70.9,Not Met,Yes
2025-07-21,Agent_012,Team C,Tech Support,Voice,Cancellation,Coached,0-3 months,Mid,Evaluator 1,62.0,898.0,3.61,25,82.2,63.4,Not Met,Yes
2025-02-08,Agent_013,Team B,Sales,Voice,Technical Troubleshooting,Not Coached,0-3 months,Mid,Evaluator 4,66.0,818.0,3.4,26,87.3,67.0,Not Met,Yes
2025-09-30,Agent_025,Team D,Sales,Voice,Policy Question,Not Coached,7-12 months,Mid,Evaluator 4,73.5,660.0,3.55,39,88.1,78.1,Not Met,Yes
2025-08-19,Agent_045,Team C,Tech Support,Voice,Refund Request,Not Coached,12+ months,Mid,Evaluator 2,73.0,833.0,3.82,26,92.1,74.5,Not Met,Yes
2025-03-27,Agent_115,Team D,Banking Support,Voice,Account Access,Not Coached,7-12 months,Mid,Evaluator 4,94.8,693.0,4.3,45,96.0,72.4,Met,No
2025-05-06,Agent_019,Team E,Claims,Voice,Upsell Inquiry,Not Coached,12+ months,Night,Evaluator 2,82.2,610.0,3.97,22,87.5,79.2,Not Met,No
2025-10-27,Agent_055,Team E,Retail Support,Chat,Escalation,Coached,0-3 months,Mid,Evaluator 3,71.2,506.0,4.09,34,88.9,71.3,Not Met,Yes
2025-01-25,Agent_110,Team C,Billing,Voice,Technical Troubleshooting,Not Coached,4-6 months,Night,Evaluator 1,62.4,848.0,3.44,38,84.6,66.3,Not Met,Yes
2025-05-25,Agent_100,Team B,Claims,Voice,Account Access,Not Coached,4-6 months,Night,Evaluator 4,81.0,780.0,4.0,40,85.5,65.8,Not Met,No
2025-01-13,Agent_045,Team C,Retail Support,Voice,Billing Issue,Not Coached,4-6 months,Morning,Evaluator 2,71.2,728.0,3.98,30,90.0,65.5,Not Met,Yes
2025-07-31,Agent_008,Team A,Retail Support,Voice,Policy Question,Coached,0-3 months,Morning,Evaluator 3,80.3,694.0,3.78,34,95.2,69.7,Not Met,No
2025-01-25,Agent_093,Team F,Sales,Voice,Technical Troubleshooting,Coached,12+ months,Mid,Evaluator 2,85.6,780.0,3.99,32,99.4,74.3,Met,No
2025-03-09,Agent_119,Team C,Retail Support,Voice,Complaint,Not Coached,4-6 months,Mid,Evaluator 1,62.9,702.0,3.39,22,87.3,68.0,Not Met,Yes
2025-03-08,Agent_053,Team B,Billing,Email,Billing Issue,Not Coached,12+ months,Night,Evaluator 4,,519.0,4.26,37,94.2,85.8,Met,No
2025-08-21,Agent_055,Team A,Retail Support,Voice,Billing Issue,Not Coached,4-6 months,Mid,Evaluator 3,77.9,659.0,3.83,37,91.1,71.4,Not Met,No
2025-04-19,Agent_032,Team D,Tech Support,Email,Escalation,Coached,12+ months,Mid,Evaluator 2,84.8,552.0,3.88,38,97.9,81.0,Not Met,No
2025-05-26,Agent_051,Team D,Claims,Voice,Policy Question,Coached,7-12 months,Mid,Evaluator 3,90.1,783.0,3.98,34,93.7,79.5,Met,No
2025-04-21,Agent_044,Team C,Tech Support,Voice,Technical Troubleshooting,Coached,12+ months,Morning,Evaluator 2,69.2,930.0,3.28,17,92.8,70.6,Not Met,Yes
2025-08-16,Agent_082,Team A,Billing,Voice,Order Status,Not Coached,0-3 months,Mid,Evaluator 2,72.1,786.0,3.86,35,83.9,69.0,Not Met,Yes
2025-04-21,Agent_070,Team C,Retail Support,Voice,Technical Troubleshooting,Coached,12+ months,Night,Evaluator 1,72.4,785.0,3.56,18,89.9,74.0,Not Met,Yes
2025-02-03,Agent_018,Team B,Billing,Voice,Cancellation,Coached,12+ months,Morning,Evaluator 1,85.4,672.0,3.71,33,95.8,75.0,Met,No
2025-04-21,Agent_083,Team E,Sales,Chat,Billing Issue,Not Coached,0-3 months,Mid,Evaluator 2,70.2,442.0,3.98,39,85.8,71.5,Not Met,Yes
2025-09-21,Agent_022,Team D,Tech Support,Voice,Refund Request,Coached,0-3 months,Mid,Evaluator 4,74.2,773.0,3.78,42,91.2,73.6,Not Met,Yes
2025-08-24,Agent_037,Team C,Tech Support,Email,Billing Issue,Not Coached,4-6 months,Morning,Evaluator 3,77.6,568.0,4.24,39,85.8,72.6,Not Met,No
2025-03-24,Agent_096,Team B,Banking Support,Chat,Billing Issue,Coached,12+ months,Morning,Evaluator 3,95.2,566.0,3.83,28,91.1,83.3,Met,No
2025-02-11,Agent_056,Team F,Retail Support,Voice,Upsell Inquiry,Not Coached,7-12 months,Night,Evaluator 1,79.9,645.0,4.23,37,89.3,78.8,Not Met,No
2025-04-11,Agent_105,Team C,Sales,Voice,Complaint,Not Coached,7-12 months,Morning,Evaluator 4,80.4,698.0,3.57,14,88.2,74.3,Not Met,No
2025-01-06,Agent_059,Team E,Tech Support,Voice,Order Status,Not Coached,0-3 months,Morning,Evaluator 2,62.7,736.0,3.87,33,83.3,72.8,Not Met,Yes
2025-06-29,Agent_003,Team A,Tech Support,Voice,Account Access,Not Coached,0-3 months,Morning,Evaluator 1,71.9,618.0,4.19,24,83.8,72.0,Not Met,Yes
2025-10-09,Agent_028,Team C,Sales,Voice,Account Access,Coached,12+ months,Mid,Evaluator 2,91.1,612.0,4.06,41,89.9,80.4,Met,No
2025-11-16,Agent_074,Team A,Billing,Voice,Complaint,Coached,0-3 months,Mid,Evaluator 2,86.4,725.0,3.72,40,89.3,75.8,Met,No
2025-08-14,Agent_115,Team D,Billing,Voice,Billing Issue,Coached,7-12 months,Mid,Evaluator 1,84.9,715.0,3.62,4,84.7,74.5,Not Met,Yes
2025-11-11,Agent_035,Team F,Retail Support,Voice,Account Access,Not Coached,12+ months,Morning,Evaluator 4,82.4,630.0,3.54,36,93.5,75.2,Not Met,No
2025-12-31,Agent_061,Team C,Banking Support,Email,Policy Question,Not Coached,4-6 months,Night,Evaluator 3,83.7,517.0,4.37,48,87.0,77.4,Not Met,No
2025-08-17,Agent_093,Team A,Tech Support,Chat,Order Status,Coached,7-12 months,Morning,Evaluator 1,93.1,596.0,4.04,35,93.7,86.8,Met,No
2025-10-16,Agent_054,Team A,Banking Support,Email,Account Access,Not Coached,0-3 months,Morning,Evaluator 4,82.9,471.0,3.85,26,86.4,76.5,Not Met,No
2025-05-30,Agent_063,Team C,Billing,Voice,Complaint,Coached,7-12 months,Mid,Evaluator 2,71.6,757.0,3.57,16,91.6,71.3,Not Met,Yes
2025-10-04,Agent_079,Team B,,Voice,Cancellation,Not Coached,0-3 months,Morning,Evaluator 1,69.7,734.0,3.82,24,83.4,75.5,Not Met,Yes
2025-07-17,Agent_097,Team A,Claims,Voice,Account Access,Not Coached,12+ months,Night,Evaluator 3,78.7,719.0,3.87,44,90.0,76.4,Not Met,No
2025-03-11,Agent_007,Team E,Retail Support,Voice,Order Status,Coached,4-6 months,Night,Evaluator 3,74.0,474.0,3.61,22,89.2,80.9,Not Met,Yes
2025-04-22,Agent_076,Team C,Claims,Voice,Escalation,Coached,7-12 months,Morning,Evaluator 2,75.1,717.0,4.05,39,90.5,79.9,Not Met,No
2025-01-04,Agent_049,Team B,Claims,Chat,Escalation,Coached,7-12 months,Night,Evaluator 1,80.9,557.0,4.17,38,87.1,71.3,Not Met,No
2025-12-16,Agent_094,Team F,Claims,Chat,Policy Question,Not Coached,0-3 months,Night,Evaluator 3,82.3,587.0,4.31,40,90.8,73.5,Not Met,No
2025-11-27,Agent_085,Team A,Retail Support,Voice,Technical Troubleshooting,Coached,12+ months,Night,Evaluator 1,82.4,840.0,4.14,24,91.9,73.4,Not Met,No
2025-11-14,Agent_031,Team F,Retail Support,Voice,Technical Troubleshooting,Coached,4-6 months,Morning,Evaluator 3,73.1,763.0,3.15,8,89.1,68.6,Not Met,Yes
2025-12-16,Agent_058,Team B,Sales,Voice,Account Access,Coached,7-12 months,Mid,Evaluator 2,,647.0,4.32,51,98.3,69.2,Met,No
2025-04-05,Agent_061,Team F,Banking Support,Voice,Refund Request,Coached,0-3 months,Morning,Evaluator 2,71.2,756.0,4.06,32,80.5,64.4,Not Met,Yes
2025-06-01,Agent_024,Team D,Banking Support,Voice,Cancellation,Coached,7-12 months,Night,Evaluator 1,80.3,753.0,3.76,32,87.0,75.3,Not Met,No
2025-11-07,Agent_020,Team E,Sales,Voice,Complaint,Not Coached,0-3 months,Morning,Evaluator 4,65.6,687.0,3.63,38,84.9,67.9,Not Met,Yes
2025-05-17,Agent_037,Team F,Sales,Voice,Cancellation,Coached,4-6 months,Mid,Evaluator 4,74.1,679.0,4.0,32,81.0,71.1,Not Met,Yes
2025-09-04,Agent_004,Team B,Billing,Email,Escalation,Not Coached,4-6 months,Morning,Evaluator 2,69.2,527.0,3.81,31,81.3,77.6,Not Met,Yes
2025-08-31,Agent_092,Team F,Claims,Voice,Account Access,Not Coached,12+ months,Morning,Evaluator 3,82.8,732.0,3.81,39,94.2,71.9,Not Met,No
2025-01-31,Agent_108,Team C,Sales,Chat,Order Status,Coached,4-6 months,Mid,Evaluator 4,89.2,505.0,4.25,38,86.6,82.4,Met,No
2025-02-09,Agent_020,Team C,Tech Support,Voice,Complaint,Coached,12+ months,Night,Evaluator 2,79.4,821.0,3.89,31,97.7,70.1,Not Met,No
2025-08-17,Agent_060,Team C,Banking Support,Voice,Cancellation,Not Coached,12+ months,Mid,Evaluator 3,70.7,757.0,3.64,32,85.6,79.2,Not Met,Yes
2025-02-05,Agent_024,Team D,Sales,Voice,Order Status,Not Coached,0-3 months,Night,Evaluator 3,83.6,537.0,4.23,41,86.1,75.4,Not Met,No
2025-08-11,Agent_050,Team B,Tech Support,Voice,Complaint,Coached,7-12 months,Morning,Evaluator 4,80.6,873.0,3.85,36,93.2,69.3,Not Met,No
2025-01-06,Agent_049,Team D,,Voice,Cancellation,Coached,0-3 months,Mid,Evaluator 2,76.7,728.0,3.92,32,89.7,69.3,Not Met,No
2025-11-18,Agent_051,Team D,Tech Support,Chat,Policy Question,Coached,4-6 months,Mid,Evaluator 3,86.6,511.0,4.01,45,89.2,84.8,Met,No
2025-08-08,Agent_096,Team E,Billing,Chat,Escalation,Not Coached,7-12 months,Morning,Evaluator 3,68.7,595.0,3.89,33,84.7,78.1,Not Met,Yes
2025-03-16,Agent_105,Team E,Billing,Voice,Billing Issue,Coached,7-12 months,Mid,Evaluator 1,80.7,637.0,3.74,24,89.5,72.3,Not Met,No
2025-01-04,Agent_036,Team C,Tech Support,Voice,Complaint,Coached,7-12 months,Mid,Evaluator 1,78.5,855.0,3.29,18,93.7,71.5,Not Met,No
2025-12-01,Agent_117,Team B,Billing,Email,Escalation,Not Coached,4-6 months,Mid,Evaluator 4,79.6,442.0,4.06,18,91.1,69.6,Not Met,No
2025-05-14,Agent_098,Team B,Claims,Voice,Upsell Inquiry,Not Coached,4-6 months,Mid,Evaluator 1,66.9,738.0,3.8,40,85.8,67.2,Not Met,Yes
2025-04-28,Agent_100,Team B,Tech Support,Voice,Refund Request,Coached,0-3 months,Mid,Evaluator 2,69.3,825.0,3.78,19,83.9,66.6,Not Met,Yes
2025-04-04,Agent_066,Team A,Claims,Voice,Account Access,Coached,7-12 months,Morning,Evaluator 4,85.3,716.0,4.26,32,90.7,73.1,Met,No
2025-03-03,Agent_079,Team C,Claims,Chat,Upsell Inquiry,Not Coached,7-12 months,Morning,Evaluator 4,73.8,410.0,3.97,30,83.0,84.8,Not Met,Yes
2025-07-13,Agent_034,Team B,Tech Support,Email,Order Status,Coached,7-12 months,Mid,Evaluator 1,92.6,430.0,4.14,25,91.8,74.1,Met,No
2025-12-01,Agent_036,Team F,Banking Support,Voice,Complaint,Coached,4-6 months,Morning,Evaluator 3,81.9,748.0,4.01,37,92.7,67.0,Not Met,No
2025-07-22,Agent_006,Team D,Tech Support,Email,Account Access,Not Coached,4-6 months,Morning,Evaluator 2,74.4,527.0,3.89,37,88.1,79.3,Not Met,Yes
2025-01-26,Agent_039,Team C,Tech Support,Chat,Account Access,Coached,4-6 months,Mid,Evaluator 2,88.2,620.0,3.95,27,93.2,75.6,Met,No
2025-06-22,Agent_042,Team D,Billing,Voice,Upsell Inquiry,Not Coached,0-3 months,Mid,Evaluator 2,83.1,636.0,3.81,27,93.2,71.9,Not Met,No
2025-10-27,Agent_115,Team A,Tech Support,Voice,Upsell Inquiry,Not Coached,4-6 months,Morning,Evaluator 4,71.9,706.0,3.85,28,90.4,82.3,Not Met,Yes
2025-05-13,Agent_115,Team C,Banking Support,Voice,Billing Issue,Coached,12+ months,Mid,Evaluator 2,90.6,567.0,,41,93.5,80.8,Met,No
2025-11-22,Agent_058,Team D,Billing,Email,Cancellation,Coached,12+ months,Mid,Evaluator 3,91.8,575.0,4.04,24,90.4,84.6,Met,No
2025-04-28,Agent_118,Team C,Retail Support,Voice,Complaint,Not Coached,7-12 months,Morning,Evaluator 3,80.2,669.0,4.03,29,86.6,74.0,Not Met,No
2025-11-20,Agent_012,Team C,Retail Support,Chat,Escalation,Not Coached,7-12 months,Night,Evaluator 1,74.8,538.0,3.55,13,92.4,75.0,Not Met,Yes
2025-10-02,Agent_003,Team F,Claims,Voice,Technical Troubleshooting,Not Coached,0-3 months,Mid,Evaluator 2,66.8,771.0,3.41,28,83.2,67.4,Not Met,Yes
2025-07-31,Agent_109,Team F,Claims,Chat,Complaint,Not Coached,12+ months,Mid,Evaluator 4,82.0,520.0,3.57,25,95.3,83.0,Not Met,No
2025-08-13,Agent_018,Team D,Banking Support,Voice,Complaint,Coached,0-3 months,Mid,Evaluator 1,72.6,816.0,3.52,29,93.0,73.3,Not Met,Yes
2025-01-20,Agent_040,Team D,Sales,Voice,Complaint,Not Coached,12+ months,Morning,Evaluator 3,82.2,699.0,4.35,51,94.7,75.2,Not Met,No
2025-04-23,Agent_021,Team D,Retail Support,Chat,Account Access,Coached,7-12 months,Mid,Evaluator 2,79.4,535.0,4.14,49,88.5,81.6,Not Met,No
